NO;TGL_KOMITE;COMPANY;NO_TENDER;GOODS/SERVICES;ITEM_NAME;HARGA_SEBELUMNYA _(RP);TAHUN_PEMBELIAN_SEBELUMNYA;Purpose_Request;LINK_EPROC;PIC;VENDOR;SUMMARY_KOMITE;HASIL_FOLLOW_UP;REMARKS;VOTE;Notes
450;2026-03-10;GSE SL ;EPR/2602/00023;;TLM-AC-003 REPAIR AND MAINTENANCE ; BY SUMMARY ;;;https://eproc.lionairthai.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00023;RATNASARI;2 vendor : Machinery Design and Parts Co. Ltd;"Condition : punya 5 ACU dan beli di 2017, ACU untuk pendingin pesawat, mau minta sparepart Scheinder untuk perbaikan karena compressor rusak, budget 1.070.000 THB dan sudah diskon 21.700, butuh 4 dan akan dibenerin oleh vendor (harga sudah include semua dr vendor), pemakaian dr 2017 jadi 9 tahun, first time untuk repair ACU ini, alasan pilih World Cool (1.070.000) drpd Machinery (994.000) karena good quality dan no problem sampai saat ini

Follow Up :
1. Rekap dan nego to World Cool
2. Ask warranty min. 2 years";;;;
451;2026-03-10;GSE SL ;EPR/2602/00028;;OVERHAUL PUSH BACK TRUCK'S GEARBOX; BY SUMMARY ;;;https://eproc.lionairthai.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00028;RATNASARI;1 vendor : Thai Drivetrain Engineering Co.Ltd;"Condition : overhaul pushback tractor TLM-PB-002 yang akan discrap (overhaul gearbox, lalu diremove dan pindah ke yang 001), dari 2013 di vendor TLD Asia dengan harga 1.402M, harga scrap belum diinfo, budget internal 257.008THB, vendor hanya 1 karena itu distributor

Follow Up :
1. Nego to Thai Drivetrain
2. Waiting confirmation from Tim Audit according to scrap this pushback
3. Cek scrap di SL berapa tahun?";;;;
452;2026-03-10;GSE SL ;EPR/2602/00046;;DEUTZ SPARE PART FOR GPU ; BY SUMMARY ;;;https://eproc.lionairthai.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00046;RATNASARI;1 vendor : Wara Tech Co. Ltd;"Condition : GPU yang sekarang lagi grounded dan beli di tahun 2017 di MAK Control, perbaikan GPU dan cek harga marketplace di 2.8-4.2jutaan IDR, vendor termurah dari WaraTech Cp.Ltd, this tender only 1 vendor cause distributor need certification

Follow Up :
1. Ask other vendor & check market";;;;
453;2026-03-10;GSE SL ;EPR/2602/00040;;CONVEYOR BELT FOR STOCK ; BY SUMMARY ;;;https://eproc.lionairthai.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2601/00040;RATNASARI;3 vendor : Authentic Engineering Co.Ltd, Machinery Design and Parts Co. Ltd, Motion Power Company Limited;"Condition : ada CDL 13 unit dan minta 2 unit untuk stock, harga JKT 14juta, vendor termurah di Authentic di 25.500 THB

Follow Up :
1. Nego to vendor existing (Authentic)";;;;
454;2026-03-10;GSE SL ;EPR/2601/00059;;AIRCRAFT WHEEL CHOCK WITH HANDLE; BY SUMMARY ;;;https://eproc.lionairthai.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2601/00059;RATNASARI;3 vendor : Itthiporn Romklao, Thai Sun Sport Company Limited, Siam United Rubber Company Limited;"Condition : karena ada penambahan aircraft 16 unit untuk 2026 jadi siapin Wheel Chock dulu, 1 aircraft need wheelchock :
- FOR TRANSIT USE 6 EA
- FOR STAYOVER 6 EA
- FOR LONG PARKING 12 EA
Stocknya wheelchock akan dicek, di JKT harga lebih mahal sedikit, termurah di Itthiporn

Follow Up :
1. Nego to current vendor (Itthiporn)";;;;
455;2026-03-10;GSE CGK;EPR/2603/00121;;REPAIR AIR CONDITIONER APRON BUS 002 CGK; BY SUMMARY ;;;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2603/00121;RATNASARI;2 vendor : Ethos, PT Aero Mitra Abadi;"Condition : budget dari GSE maksimal 34.609.000, pembelian dari tahun 2014 dengan 3 unit Hino dan 2024 untuk 2 unit Mercy, vendor termurah di PT Aero Mitra (udah survey ke CGK), beberapa kerusakannya :
1.System AC tidak berfungsi 
2.Blower Cabin mati 1
3.Kondensor kotor dan korosi
4.Ada kebocoran oli pada pipa kondensor 
5.Bocor pada saat hujan masuk plafon cabin
6.Altenator AC

Follow Up :
1. Nextnya vendor tidak boleh survey ke site sebelum komite
2. Rekap & nego ke vendor AMA";"1. baik
2. Sudah dilakukan nego  dengan discount 1.809.000. Mendapat garansi 3 bulan dan pembayaran setelah perbaikan selesai";;CONFIRMED;
456;2026-03-10;OD;EPR/2602/00001;;GENERAL (CONSUMABLE); BY SUMMARY ;;FOR LIGHT CLEANING (CHEMICAL CLEANING);https://eproc.malindoair.com/internal/frmSummaryVendorModerator.aspx?ID=EPR%2f2602%2f00001;FENNY;3 vendor : AM Sales & Marketing SDN BHD, Keong Hardware Timber SDN BHD, Actipack Industry SDN BHD;"Condition : chemical cleaning untuk 6 bulan (total 10 item), 3 item pernah beli untuk 6 bulan tapi 7 item lainnya ga pernah 6 bulan, vendor termurah di Keong, Actipack, dan AM Sales

Follow Up :
1. Rekap dan tambahin harga vendor eproc
2. Rekap harga vendor termurah";"1. Sudah direkap dan ditambahkan harga vendor
2. Harga sudah direkap dengan highlight termurah dengan mix vendor

File : 06 OD Komite EPR-2602-00001 Chemical Cleaning 6 Bulan OD -Komite 10Mar26 -Done";;CONFIRMED;
457;2026-03-11;LEX;EPR/2602/00223;;BRANDING SPANDUK DAN POLESIGN TIM NPOS; - ;-;MULTI BRANDING PROGRAM COMPETITOR ACQUISITION 2026 TAHAP 1;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00223;DIMAS;6 vendor : Bentang Inti Aksara, Detak Nadi Indonesia, Impero Pratama Sakti, Karya Merapi Indonesia, Kreativa Citra Lestari, PT Cakra Kencana Multimedia;"Condition : untuk 300 unit dan partial PO nya), untuk kebutuhan pemasangan branding signboard pada POS Lion Parcel Kompetitor 2026. Untuk spanduk Lio Lio juga. Setiap 6 bulan mau taro 300, Mau semuanya kayak LEX ini ada kasih planning mau 300 buat 6 bulan, ini udah pernah Juni-Des 2025 yang competitor, 300 ini titiknya baru update sebanyak 20 yang baru agree dari NPOS, kita hanya supply tapi mereka yang bayar pajak, merupakan program rutin dari retail dan untuk quantity akan tetap sama, vendor termurah di Bintang Inti (300an)

Follow Up :
1. Cek specs nya sama ga dengan pembelian sebelumnya (Cakra - 700.000)";1. specnya akan disesuaikan dengan yang periode sebelumnya dan vendor sudah visit ke kantor LP Kedoya untuk melihat itemnya (polesign/signboard). Dari tim retail NPOS per tahun ini specnya disamakan semua dgn spec dari tim marketing;;CONFIRMED;
458;2026-03-11;OD;EPR/2601/00045;;FCZ- TO REPLACE ROLLER SHUTTER AT CARGO WAREHOUSE (REQKULOD01260103); - ;-;UNTUK MENGGANTIKAN ROLLER SHUTTER YANG RUSAK DI GUDANG BARANG, KARENA SEWA HARUS KEMBALI SEPERTI SEDIA KALA.;https://eproc.malindoair.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2601/00045;RENDI;3 vendor : Bumimaju MTE Engineering SDN BHD, Hanman SDN BHD, Impian Selama Communication and Services SDN BHD;"Condition : permintaan untuk replace 2 unit roller shutter untuk 2 location (airside area, landside area) - cargo, avsec. Ada kegiatan preliminaries dan renovation.
Untuk warehouse Bandara Cargo, vendor termurah di Impian Selama Communication

Follow Up :
1. Nego dengan vendor Impian";"34.200 jd ke 32.500 
cs swe

gamau kurang lg tp info user ini masih mahal, jadi OD dapet google. ";;;
459;2026-03-11;BAT;EPR/2511/00026;;RENOVASI WHEEL BRAKE SHOP - HANGAR BATAM;;;RENOVASI GUDANG PLB MENJADI GUDANG WHEEL BRAKE SHOP DI BATAM;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2511/00026;RENDI;3 vendor : PT Visi Vertikal Alliansi, PT Catur Teknik Mandiri, PT Gandri Mitra Sukses;"Condition : Seluruh kandidat vendor sudah pernah bekerja sama dengan BAT untuk beberapa project sebelumnya baik di hangar maupun di Shop. Sampai sekarang seluruh vendor masih terbuka dan support jika ada complainan terkait project yang sudah dikerjakan. Terdapat 7 list pekerjaan (ada di eproc). Salah satu yang udah present ke Pak RK, untuk gudang PLB di WBS BTH. Termurah dari Visi dengan 4.258.600.000. Dari tim audit udah cek BOQ dan udah sesuai dengan kebutuhan User.

Follow Up :
1. Minta metode dari vendor, RKS sejenis, dan nego ke vendor termurah/terpilih";;;;
460;2026-03-11;SL;EPR/2601/00045;;WHEELCHAIR || N/A || N/A || “KARMA” WHEELCHAIR ALUMINUM ALLOY #KM-1500; 7,009 THB (7,009.35 THB) = RP 3.700.000 COMPARE INDO MERK SELLA RP 950.000 (BEDA BAHAN) ;10 Dec 2025 (PODMKSL12250055) (7EA) - NT MEDICAL DEVICE LIMITED PARTNERSHIP;PERGANTIAN WHEELCHAIR YANG RUSAK PADA BAGIAN PEGANGAN, SAMBUNGAN DAN PIJAKAN;https://eproc.lionairthai.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2601/00045;NINDI;3 vendor : PC Lux Lighting Co.Ltd, Saint and Fairy Manufacturing Co. Ltd, Thai Sun Sport Company Limited;"Condition : Wheelchair the old model as we order on 2024 and first of 2025 was low quality. The price of 2025 is 2,200 THB. The price of 2024 is 3,200 THB. Permintaan 5 ea.Untuk pergantian kursi roda di Ground Service (airport), ada kerusakan di 3 titik barangnya, terakhor PO di Des 2025, pembelian tergantung kerusakan tapi biasanya tiap tahun ada (averagenya mau dicek (sebelumnya di 2024 ada 1 dan 2025 ada 4), vendor termurah di Saint (9.450 THB)

Follow Up :
1. Harga sekarang lebih mahal (akan dicek apakah karena beda spec atau apa)";;;;
461;2026-03-11;SL;EPR/2602/00041;;PRINTING FOR AIRCRAFT (SUMMARY BY EXCEL); BY SUMMARY ;;KEBUTUHAN RUTIN 6 BULAN;https://eproc.lionairthai.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00041;NINDI;5 vendor : Chanvatana Printing Limited Partnership, HTP Press Co.Ltd, S.P Thai Press, Top Multiprints Co.Ltd, General Computer Co.Ltd;"Condition : terdapat permintaan 9 item printing untuk SL (detail di eproc). Ini permintaan 1 tahun dan akan diminta jadi 6 bulan, AOT inbound dan outbound gaada harga di Indo, merupakan barang rutin

Follow Up :
1. Harga akan direkap dan nego harga";1;;CONFIRMED;
462;2026-03-11;LEX;EPR/2603/00073;;CETAKAN RUTIN LABEL RA SUMMARY BY EXCEL ; BY SUMMARY ;;KEBUTUHAN RUTIN 6 BULAN;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2603/00073;NINDI;5 vendor : Bintoro Jaya Label, Impero Pratama Sakti, M3 Printing, Metro Label Indonesia, Sinar Abadi Cemerlang;"Condition : percetakan dari Lion Parcel, kedepannya permintaan seperti ini digabung, permintaan ini untuk 4 bulan saja

Follow Up :
1. Rekap dan kalau lebih tinggi harganya dihighlight";;;;
463;2026-03-11;JT;EPR/2603/00100;;CETAKAN EQUIPMENT LOG GSE; 16,000 exc ppn ;MARET 2025, 2,000 BK - SINAR ABADI CEMERLANG;"KEBUTUHAN RUTIN TAHUNAN
Untuk megontrol kondisi alat Equipment dilapangan apabila terjadi kerusakan seperti ban sudah gundul, serta mengontrol pengecekan oli seperti : oli power stering, oli mesin, cek master cylinder , oli transmisi , dan pengecekan lainnya (fan belt, rem tangan, fungsi lampu, wiper, air radiator) ";https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2603/00100;NINDI;4 vendor : Agung Fotocopy, Impero Pratama Sakti, M3 Printing, Sinar Abadi Cemerlang;"Condition : pemakaian 160BK/bulan, permintaan 2000 buku dengan 2 ply (putih, merah) untuk 1 tahun. Ini permintaan GSE dan kedepannya jangan hanya GSE, harga termurah di Sinar Abadi di 16.000

Follow Up :
1. Rekap dan nego";"1. Sudah direkap dan nego namun tidak dapat turun. Final di harga 16.000 sudah paling murah.

File ""JT - EPR 2603 00100 - GSE.pdf""";;CONFIRMED;
464;2026-03-11;LG;EPR/2603/00108;;COPY MODUL DGR EDISI 67; Rp.703.180(KENAPA HARGA BEDA DI KARENAKAN ADA NYA PERBEDAAN JUMLAH HALAMAN) ;AGST 24(POJKTAS08240001,25 BUKU) - AGUNG FOTOCOPY;BUKU DGR INI GUNA UNTUK SISWA TRAINING,SEMUA SISWA TRAINING SAAT PELATIHAN DI PINJAMKAN BUKU DGR IATA 1 PER 1;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2603/00108;NINDI;2 vendor : Agung Fotocopy, M3 Printing;"Condition : permintaan 35 buku untuk IATA edisi 67. Harusnya ada 5 unit tapi sekarang masih tertulis 1 unit (akan diupdate). Copy 35 buku (1088 halaman), terakhir pembelian di Agustus 2024, vendor termurah di M3 Printing (dulu 703.180 dengan perbedaan halaman)

Follow Up :
1. Rekap dan nego
2. Next time taro harga per halamannya";"1. Sudah direkap dan nego dengan diskon 17.000/modul (harga sudah nett gabisa kurang lagi)
2. harga kertas polos A4 = 165/page, kertas berwarna 425/page

File ""JT - EPR 2603 00108 DGR 67.pdf""";;CONFIRMED;
465;2026-03-11;SL;EPR/2602/00005;;RAIN BOOTS, RAIN COATS (PONCO & SETELAN); BY EXCEL ;Dec-25;RAINY SEASON , FOR THE GROUND STAFF WHO OPERATE OUR FLIGHTS IN THE AIRSIDE AREA. ENSURE THEIR SAFETY AND CONVENIENCE WHILE PERFORMING THEIR DUTIES.;https://eproc.lionairthai.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00005;FENNY;4 vendor : CPL Group Public Company Limited, T.C.K Intergroup Co.Ltd, Thai Guardian Company Limited, Pornthana Public Company Limited;"Condition : Permintaan boots dari GSE dengan 213 pairs, raincoat ponco 66 pcs, setelah pilot 44 pcs, setelan staff 465 pcs. Ponco gapernah beli karena biasanya yang setelan, masa pakai raincoat 3 tahun (terakhir Juli 2022), dan meskipun 3 tahun tapi depends permintaan. Raincoat setelah last purchases di Juli 2022, vendor termurah boots di CPL dan sudah lebih murah dari pembelian sebelumnya.

Follow Up :
1. Cek ponco kenapa mahal
2. Rekap dan nego
3. Minta sample";;;PROSES VOTE;
466;2026-03-17;GSE SL ;EPR/2601/00021;;Canvas for baggage cart period JAN-MAR 2026; BY EXCEL ;;;;RATNASARI;;"Condition : permintaan rutin dan ini 3 bulan karena ga significant seperti item lainnya. Harga terendah di Pipattanakij, kalau di JKT namanya Polycarbonate

Follow Up :
1. 1 roll berapa baggage cart?
2. Rekap dan nego";;;;
467;2026-03-17;GSE SL ;EPR/2602/00004;;Lubricant period JAN-JUN 2026; BY EXCEL ;;;;RATNASARI;;"Condition : ada 5 item lubricant. Kalau di JKT pakai Pertamina. Permintaan untuk 6 bulan, paling murah di Metro Syndicate & World Filter. Dari Khun Tarn harga bisa change untuk lubricants jadi Khun Tarn akan cek dulu

Follow Up :
1. Nego to both vendor bottom price
2. They will check apakah vendor mau untuk contract berapa bulan untuk harganya";;;;
468;2026-03-17;GSE SL ;EPR/2602/00016;;(GSE SPARE PART) (Multipurpose Chemical) Consumable request of JAN-JUN 2026; BY EXCEL ;;;;RATNASARI;;"Condition : permintaan untuk 6 bulan untuk multipurpose chemical, semua pembelian terakhir di 2025

Follow Up :
1. Rekap dan nego ke vendor termurah";;;;
469;2026-03-17;GSE SL ;EPR/2602/00019;;(GSE SPARE PART) (Valvoline and Shell) Consumable request of JAN-JUN 2026; BY EXCEL ;;;;RATNASARI;;"Condition : permintaan 6 bulan untuk oil valvoline & shell. 

Follow Up :
1. Khun Tarn will check the price apakah akan naik atau tidak
2. Rekap dan nego vendor termurah";;;;
470;2026-03-17;GSE OD;EPR/2602/00022;;REFURBISHMENT OF ENGINEERING WHEEL CHANGE CART; RM29,737 ;PURCHASE IN 2024 - AIIS SOLUTION;FOR AIRCRAFT TYRE CHANGE;https://eproc.malindoair.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00022;RATNASARI;2 vendor : Port Klang Jaya Auto Parts (M) SDN BHD, Top Maintenance Support & Training (M) SDN BHD;"Condition : permintaan 1 ea, sudah minta overhaul karena pemakaiannya heavy meskipun baru 2 tahun pemakaian sehingga udah damage. Trolley ini gaada di Indo (karena di Indo cuma dorong biasa)

Follow Up :
1. Cek trolley atau gerobak untuk angkut nitrogen di JKT";File : REKAP OD 00022,23,40,03,58,36,25,26;;PROSES VOTE;
471;2026-03-17;GSE OD;EPR/2602/00023;;REFURBISHMENT OF ENGINEERING WHEEL TRANSPORTER CART; COULD NOT TRACE THE PRICE ;PURCHASE IN 2016;FOR ENGINEERING USE REPLACE FOR AIRCRAFT TYRE;https://eproc.malindoair.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00023;RATNASARI;4 vendor : Aiis Solutions SDN BHD, Nilai Equipment SDN BHD, Port Klang Jaya Auto Parts (M) SDN BHD, Top Maintenance Support & Training (M) SDN BHD;"Condition : permintaan 1 ea, disana ada 4 unit (2 bisa digunakan, 2 rusak), untuk angkut ban pesawat dan angkut nitrogen, yang direpair no 07 & 08, sudah 10 tahun dan sebelumnya belum pernah dikerjain. Ada 4 vebdor dan termurah di Top Maintenance

Follow Up :
1. Ask for new quotation (touch up painting)";File : REKAP OD 00022,23,40,03,58,36,25,26;;PROSES VOTE;
472;2026-03-17;GSE OD;EPR/2601/00023;;1 TON LORRY FOR AIS DEPARTMENT; BY SUMMARY ;PURCHASE 2016 - INOKOM;FOR AIS DEPARTMENT TO TRANPORT STAFF TO AIRCRAFT FOR AIRCRAFT CLEANING;https://eproc.malindoair.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2601/00023;RATNASARI;2 vendor : SV Drive Force SDN BHD, SV Prestige Auto SDN BHD;"Condition : permintaan 1 ea Isuzu, stock saat ini available 1 ea. AOV dan pakai Isuzu, 1 truk kurang lebih bisa angkut 15 people. Vendor termurah di SV Prestige

Follow Up :
1. Di CGK ada berapa AOV nya?
2. Cek rotation for AIS";;;;
473;2026-03-17;GSE CGK;EPR/2601/00050;;PERMINTAAN GSE HLP; BY EXCEL ;;;;RATNASARI;;"Condition : ada 7 vendor dan yang baru itu dari Sinar Jaya & Prapat. Stock sudah menipis, ini support untuk semua yang ada di HLP

Follow Up :
1. Cek harga marketplace (tambahin ke rekap)
2. Rekap dan nego";"1. Sudah ada harga marketplace
2. Sudah direkap dan dinego
3.  ada barang yang tidak tersedia dari vendor manapun (Dempul dan Karet Tangga Pengaman Teknik), dan dari ci fangfang kalau tidak ada vendor yang input & upload harga. purchasing biasanya akan beli di online atau langsung ke Ps Asem Reges menggunakan petty cash.

File : KOMITE 17 MAR 2026 (00158,00050,00142,00148";;CONFIRMED;
474;2026-03-17;GSE CGK;EPR/2601/00158;;PERMINTAAN GSE HLP; BY EXCEL ;;;;RATNASARI;;"Condition : dari HLP ada sparepart 6 item untuk unit BTT dan AOV, ada assy lampu ga ketemu history pricenya tapi sisanya ada history pricenya

Follow Up :
1. Cek harga market place";File : KOMITE 17 MAR 2026 (00158,00050,00142,00148 (1);;;
475;2026-03-17;GSE CGK;EPR/2602/00142;; PENGADAAN PART KEBUTUHAN GSE CGK; BY EXCEL ;;;;RATNASARI;;"Condition : untuk unit AOV, ATT, GPU. Ada beberapa yang ketemu history harga dan ada yang tidak

Follow Up :
1. Cek yang pemakaian ke GSE CGK/HLP
2. Average pemakaiannya cek ke user";File : KOMITE 17 MAR 2026 (00158,00050,00142,00148 (1);;;
476;2026-03-17;GSE CGK;EPR/2602/00148;; PENGADAAN PART KEBUTUHAN GSE CGK; BY EXCEL ;;;;RATNASARI;;"Condition : by excel

Follow Up : 
1. Nego
2. Cek marketplace";File : KOMITE 17 MAR 2026 (00158,00050,00142,00148 (1);;;
477;2026-03-17;BAT;EPR/2602/00071;;PENGADAAN MOBIL VACUM SCRUBBER DRYER BR855 KEBUTUHAN HANGAR F BATAM; 235,042,500 - PT KAWAN LAMA SOLUSI ;May-25;PENAMBAHAN UNIT FACILITY CLEANING UNTUK HANGGAR F;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00071;FENNY;9 vendor : CV KT International, Kawan Lama Solusi, Lasindo Jayabersama, PT Han-Indo Millennium, PT Kawan Lama Solusi, PT Maxi Linx Solusindo, PT Ostynn Batam Perkasa, PT Salam Jaya Lestari, Veliz Niaga Utama;"Condition : permintaan 1 unit untuk hanggar F & H, pembelian terakhir di Kawan Lama, terakhir pembelian untuk hanggar A & B, E & G

Follow Up :
1. Tunggu hanggar H selesai
2. Jenis-jenis vacuum cek lagi bedanya";;;;
478;2026-03-17;LEX;EPR/2602/00054;;PENAMBAHAN KURSI KERJA KC-103 BLACK GREY & MEJA KERJA MK-004 WHITE GREY ( CUSTOM ); BY EXCEL - KEVIN FURNITURE ;Sep-22;PENAMBAHAN MEJA KURSI KERJA UNTUK NEW COMER JOINER TEAM CX LION PARCEL LT.2 KEDOYA (CUSTOMER EXPERIENCE);https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00054;FENNY;2 vendor : Kevin Furniture, Oria Multi Persada;"Condition : permintaan kursi meja masing masing sebanyak 43 unit, banyak joiner yang belum mendapatkan meja kerja sehingga saat ini 1 meja digunakan oleh 2 orang. Udah ada file nama2 beserta divisinya karena ID karyawan ini sudah dapat namun belum dapet meja. Meja harus custom. Vendor termurah di Kevin (Kursi) dan Orta (Meja)

Follow Up :
1. Minta sample ke Oria";;;;
479;2026-03-17;JT;EPR/2602/00178;;"PENGADAAN ATRIBUT PILOT LION AIR ( BAR; SAFETY VEST; TOPI ; WING)"; BY EXCEL ;2025;PROYEKSI 2026;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00178;FENNY;4 vendor : Langgeng Retailindo Sejahtera, PT Bolia Mitra Utama, Impero Pratama Sakti, Favssdress;"Condition : atribut pilot untuk 1 tahun, untuk menjaga stok 2025

Follow Up :
1. Rekap dan highlight harga terendah";;;;
480;2026-03-18;LB;EPR/2603/00068;;PEKERJAAN PEMBUATAN GUTTER STAINLESS DI AREA HOT KITCHEN PRODUKSI LION BOGA - BALARAJA; NEW ;;Untuk memaksimalkan tidak adanya jamur dan kotoran yang menumpuk yang menimbulkan bau tidak sedap;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2603/00068;RENDI;5 vendor : Cahaya Karya Prakarsa, Luker Abadi Selalu, PT Delta Bangun Kirana, PT Diva Teknik Sejati, Putra Mitra Semesta;"Condition : Pergantian dari keramik ke plat stainless, karena menggunakan keramik ada banyak nate dan celah sisa makanan yg tertinggal sehingga mengakibatkan potensi bau dan jamur serta sisa kotoran menumpuk.
Permintaan gutter (penutup untuk saliran di hot kitchen) yang bawahnya dulu pakai keramik tapi jadinya nat2 dan sela2 jadi bau dan berjamur (tidak foodgrade). Jadi, minta ubah ke stainless steel (Pakai keramik dsari awal dibangun). Butuh stainless karena keramik itu tidak foodgrade dan kalau kitchen harus stainless semua (standarnya). Vendor termurah dari Luker 46 juta exc ppn

Follow up :
1. Nego dengan vendor termurah
2. Jika sama Luker, minta detail spec (dulu ada penurunan spec)

Note : untuk Gutter nya ada di bagian dalam, bukan di bagian luar (stainless steel seperti di foto)";"1. Sudah nego juga dan ending ke Luker
2. di RAB itu sudah sesuai speknya, sesuai yg dari pihak kepala ME Lion Boga

File : Pengajuan Vote Komite Perbaikan Gutter Lion Boga.pdf
File : RENCANA ANGGARAN BIAYA PEK GUTTER LION TIGA RAKSA";;CONFIRMED;
481;2026-03-18;LB;EPR/2603/00227;;PEKERJAAN PERBAIKAN PLAFON DI AREA LION BOGA - BALARAJA; NEW ;;UNTUK PEREMAJAAN DIMANA RANGKA PLAFON YANG SUDAH MENGALAMI KEROPOS DAN SUDAH MULAI ROBOH, DITAKUTKAN PLAFON SEWAKTU WAKTU ROBOH AKIBAT BENCANA ALAM MAUPUN MENUNGGU WAKTU. DAN KONDISI PLAFON SUDAH USANG BERJAMUR DAN KOTOR.;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2603/00227;RENDI;3 vendor : Cahaya Karya Prakarsa, PT Triguna Garda Sejahtera, Putra Mitra Semesta;"Condition : pekerjaan pebaikan plafon dikarenakan kondisinya sudah mulai roboh karena rangka sudah mulai keropos termakan usia, sudah 12 tahun dan serta sudah berjamur, dan warnanya sudah mulai usang. Dari dulu belum pernah ada pergantian.

PERMINTAAN PERBAIKAN PLAFON DGN 6 AREA PEKERJAAN :
- R. SOB 
- R. DRY GOOD
- R. OFFICE DG
- R. EQUIPMENT
- R. TSU
- R. KORIDOR  PINTU MASUK

Follow Up :
1. Pilih 1 area yang paling buruk dulu
2. Cek dulu waterproofingnya
3. Nego yang termurah";;;;
482;2026-03-18;BAT;EPR/2512/00291;;PROJECT PEKERJAAN FLOORING HANGAR I DAN APRON A7 - BATAM;34.000.000.000;2024;Dikomitein lagi karena spek nya gasama awal nya ada 2 vendor yang paka MT Load Pembebanannya dan skrng semua sudah FULL Load sesuai kebutuhan.;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2512/00291;RENDI;;"Asmara pernah kerjain Hangar G

Follow Up :
1. Fokus ke 2 vendor termurah
2. Follow Up RKS dan Metode Kerja, etc
3. Nego ke 2 vendor termurah
4. Cek SPK Hanggar G untuk AB
5. Cek metode Aditama";Sudah komite tgl 11 Februari 2026;;;
483;2026-03-18;LEX;EPR/2602/00332;;Pembelian motor 3 Unit untuk POS; NEW ;;;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2602/00332;ERNEST;;"Condition : dari LP untuk 3 unit hadiah motor, untuk reward pos-pos Indonesia based on poin, semua harga ditanggung (termasuk pajak), yang menang dari Pos di Kupang, belum pernah transaksi

Follow Up :
1. Nego kembali
2. Pastiin pembelian motornya biasa atau hrs tipe deluxe";Sudah komite;;;
484;2026-03-18;ASSB;EPR/2603/00022;;Pembelian consumable mesin ETD; NEW ;;;https://eproc.lionair.co.id/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2603/00022;ERNEST;;"Condition : ini harus ada (seperti sillica gel), diganti sesuai pemakaian dan ini permintaan untuk 6 bulan, vendor ini gabisa dicompare karena biar alat dan isi satu paket (Merk Leidos), boleh paralel 1 dulu sambil tunggu vote

Follow Up :
1. Nego";"Sudah komite

1. Sudah dibandingkan kebutuhannya untuk apa dan sudah dijelaskan di filenya
2. Acc by Ibu di call bersama all pic

File : Lampiran EPR 0022.pdf";;CONFIRMED;
485;2026-03-18;OD;EPR/2603/00005;;PLASTIC PE SHEET ; RM 3.90 //EQ RP 16.855 (SG Film Sdn Bhd) ;Feb-26;COVER TROLLEY / PALLET INBOUND OUTBOUND CARGO DEPARTMENT , COVER TROLLEY IN RAINING SEASON FOR RAMP DEPARTMENT;https://eproc.malindoair.com/Internal/frmSummaryVendorKomite.aspx?ID=EPR/2603/00005;DIMAS;4 vendor : Hanman SDN BHD, Keong Hardware Timber SDN BHD, SG Film SDN BHD, Sky Blue Resources (M) SDN BHD;"Condition : permintaan 14.520 pcs plastik dengan ukuran 5845mm x 6100mm x 0.02mm, akan dipakai 2.420 usage per month. Vendor termurah di SG Film SDN BHD (naik 10 sen), untuk harga 6 bulan bisa fix

Follow Up :
1. PO to SGN Film for 6 month";;;;
